,period_end,air_temp,cloud_opacity,ghi,period
339,2024-05-22 05:15:00,12.0,24.0,11.0,
340,2024-05-22 05:30:00,12.0,24.0,21.0,PT30M
341,2024-05-22 05:45:00,12.5,24.0,38.5,
342,2024-05-22 06:00:00,13.0,24.0,56.0,PT30M
343,2024-05-22 06:15:00,13.5,24.0,81.0,
344,2024-05-22 06:30:00,14.0,24.0,106.0,PT30M
345,2024-05-22 06:45:00,14.0,25.0,133.5,
346,2024-05-22 07:00:00,14.0,26.0,161.0,PT30M
347,2024-05-22 07:15:00,14.5,27.0,189.5,
348,2024-05-22 07:30:00,15.0,28.0,218.0,PT30M
349,2024-05-22 07:45:00,15.5,29.0,245.0,
350,2024-05-22 08:00:00,16.0,30.0,272.0,PT30M
351,2024-05-22 08:15:00,16.0,31.0,297.5,
352,2024-05-22 08:30:00,16.0,32.0,323.0,PT30M
353,2024-05-22 08:45:00,16.5,32.0,349.0,
354,2024-05-22 09:00:00,17.0,32.0,375.0,PT30M
355,2024-05-22 09:15:00,17.5,33.0,396.0,
356,2024-05-22 09:30:00,18.0,34.0,417.0,PT30M
357,2024-05-22 09:45:00,18.0,35.0,429.5,
358,2024-05-22 10:00:00,18.0,36.0,442.0,PT30M
359,2024-05-22 10:15:00,18.5,37.0,453.0,
360,2024-05-22 10:30:00,19.0,38.0,464.0,PT30M
361,2024-05-22 10:45:00,19.5,38.5,477.5,
362,2024-05-22 11:00:00,20.0,39.0,491.0,PT30M
363,2024-05-22 11:15:00,20.0,39.5,498.0,
364,2024-05-22 11:30:00,20.0,40.0,505.0,PT30M
365,2024-05-22 11:45:00,20.0,40.5,504.5,
366,2024-05-22 12:00:00,20.0,41.0,504.0,PT30M
367,2024-05-22 12:15:00,20.5,42.0,500.0,
368,2024-05-22 12:30:00,21.0,43.0,496.0,PT30M
369,2024-05-22 12:45:00,21.0,44.0,487.5,
370,2024-05-22 13:00:00,21.0,45.0,479.0,PT30M
371,2024-05-22 13:15:00,21.0,46.5,462.0,
372,2024-05-22 13:30:00,21.0,48.0,445.0,PT30M
373,2024-05-22 13:45:00,21.0,50.0,420.0,
374,2024-05-22 14:00:00,21.0,52.0,395.0,PT30M
375,2024-05-22 14:15:00,20.5,54.0,373.5,
376,2024-05-22 14:30:00,20.0,56.0,352.0,PT30M
377,2024-05-22 14:45:00,19.5,56.0,340.5,
378,2024-05-22 15:00:00,19.0,56.0,329.0,PT30M
379,2024-05-22 15:15:00,18.5,56.0,317.5,
380,2024-05-22 15:30:00,18.0,56.0,306.0,PT30M
381,2024-05-22 15:45:00,17.5,56.0,290.5,
382,2024-05-22 16:00:00,17.0,56.0,275.0,PT30M
383,2024-05-22 16:15:00,16.5,56.5,255.0,
384,2024-05-22 16:30:00,16.0,57.0,235.0,PT30M
385,2024-05-22 16:45:00,16.0,57.5,215.5,
386,2024-05-22 17:00:00,16.0,58.0,196.0,PT30M
387,2024-05-22 17:15:00,15.5,58.5,177.5,
388,2024-05-22 17:30:00,15.0,59.0,159.0,PT30M
389,2024-05-22 17:45:00,15.0,57.5,144.5,
390,2024-05-22 18:00:00,15.0,56.0,130.0,PT30M
391,2024-05-22 18:15:00,15.0,54.5,115.0,
392,2024-05-22 18:30:00,15.0,53.0,100.0,PT30M
393,2024-05-22 18:45:00,15.0,51.0,84.0,
394,2024-05-22 19:00:00,15.0,49.0,68.0,PT30M
395,2024-05-22 19:15:00,15.0,47.5,51.0,
396,2024-05-22 19:30:00,15.0,46.0,34.0,PT30M
397,2024-05-22 19:45:00,14.5,46.0,20.5,
398,2024-05-22 20:00:00,14.0,46.0,7.0,PT30M
399,2024-05-22 20:15:00,14.0,45.5,3.5,
400,2024-05-22 20:30:00,14.0,45.0,0.0,PT30M
401,2024-05-22 20:45:00,14.0,45.0,0.0,
402,2024-05-22 21:00:00,14.0,45.0,0.0,PT30M
403,2024-05-22 21:15:00,14.0,45.0,0.0,
404,2024-05-22 21:30:00,14.0,45.0,0.0,PT30M
405,2024-05-22 21:45:00,14.0,45.5,0.0,
406,2024-05-22 22:00:00,14.0,46.0,0.0,PT30M
407,2024-05-22 22:15:00,14.0,46.0,0.0,
408,2024-05-22 22:30:00,14.0,46.0,0.0,PT30M
409,2024-05-22 22:45:00,14.0,46.0,0.0,
410,2024-05-22 23:00:00,14.0,46.0,0.0,PT30M
411,2024-05-22 23:15:00,14.0,45.0,0.0,
412,2024-05-22 23:30:00,14.0,44.0,0.0,PT30M
413,2024-05-22 23:45:00,14.0,43.0,0.0,
414,2024-05-23 00:00:00,14.0,42.0,0.0,PT30M
415,2024-05-23 00:15:00,14.0,42.0,0.0,
416,2024-05-23 00:30:00,14.0,42.0,0.0,PT30M
417,2024-05-23 00:45:00,14.0,42.0,0.0,
418,2024-05-23 01:00:00,14.0,42.0,0.0,PT30M
419,2024-05-23 01:15:00,13.5,42.0,0.0,
420,2024-05-23 01:30:00,13.0,42.0,0.0,PT30M
421,2024-05-23 01:45:00,13.0,41.5,0.0,
422,2024-05-23 02:00:00,13.0,41.0,0.0,
423,2024-05-23 02:15:00,13.0,40.5,0.0,
424,2024-05-23 02:30:00,13.0,40.0,0.0,PT30M
425,2024-05-23 02:45:00,13.0,39.5,0.0,
426,2024-05-23 03:00:00,13.0,39.0,0.0,PT30M
427,2024-05-23 03:15:00,13.0,39.0,0.0,
428,2024-05-23 03:30:00,13.0,39.0,0.0,PT30M
429,2024-05-23 03:45:00,13.0,39.0,0.0,
430,2024-05-23 04:00:00,13.0,39.0,0.0,PT30M
431,2024-05-23 04:15:00,13.0,39.5,0.0,
432,2024-05-23 04:30:00,13.0,40.0,0.0,PT30M
433,2024-05-23 04:45:00,13.0,40.0,1.0,
434,2024-05-23 05:00:00,13.0,40.0,2.0,PT30M
435,2024-05-23 05:15:00,13.0,40.0,13.5,
436,2024-05-23 05:30:00,13.0,40.0,25.0,PT30M
437,2024-05-23 05:45:00,13.0,40.0,44.0,
438,2024-05-23 06:00:00,13.0,40.0,63.0,PT30M
439,2024-05-23 06:15:00,13.5,41.5,84.0,
440,2024-05-23 06:30:00,14.0,43.0,105.0,PT30M
441,2024-05-23 06:45:00,14.0,44.0,125.5,
442,2024-05-23 07:00:00,14.0,45.0,146.0,PT30M
443,2024-05-23 07:15:00,14.5,45.5,168.0,
444,2024-05-23 07:30:00,15.0,46.0,190.0,PT30M
445,2024-05-23 07:45:00,15.0,45.0,218.0,
446,2024-05-23 08:00:00,15.0,44.0,246.0,PT30M
447,2024-05-23 08:15:00,15.5,42.5,279.0,
448,2024-05-23 08:30:00,16.0,41.0,312.0,PT30M
449,2024-05-23 08:45:00,16.0,38.0,351.5,
450,2024-05-23 09:00:00,16.0,35.0,391.0,PT30M
451,2024-05-23 09:15:00,16.5,33.0,429.0,
452,2024-05-23 09:30:00,17.0,31.0,467.0,PT30M
453,2024-05-23 09:45:00,17.0,29.5,500.5,
454,2024-05-23 10:00:00,17.0,28.0,534.0,PT30M
455,2024-05-23 10:15:00,17.5,25.0,578.0,
456,2024-05-23 10:30:00,18.0,22.0,622.0,PT30M
457,2024-05-23 10:45:00,18.0,18.0,671.5,
458,2024-05-23 11:00:00,18.0,14.0,721.0,PT30M
459,2024-05-23 11:15:00,18.5,14.5,734.5,
460,2024-05-23 11:30:00,19.0,15.0,748.0,PT30M
461,2024-05-23 11:45:00,19.0,17.5,735.0,
462,2024-05-23 12:00:00,19.0,20.0,722.0,PT30M
463,2024-05-23 12:15:00,19.0,21.0,712.0,
464,2024-05-23 12:30:00,19.0,22.0,702.0,PT30M
465,2024-05-23 12:45:00,19.0,23.0,693.5,
466,2024-05-23 13:00:00,19.0,24.0,685.0,PT30M
467,2024-05-23 13:15:00,19.5,25.0,671.0,
468,2024-05-23 13:30:00,20.0,26.0,657.0,PT30M
469,2024-05-23 13:45:00,20.0,27.0,636.0,
470,2024-05-23 14:00:00,20.0,28.0,615.0,PT30M
471,2024-05-23 14:15:00,20.0,29.5,590.0,
472,2024-05-23 14:30:00,20.0,31.0,565.0,PT30M
473,2024-05-23 14:45:00,20.0,32.0,537.0,
474,2024-05-23 15:00:00,20.0,33.0,509.0,PT30M
475,2024-05-23 15:15:00,20.0,34.5,478.5,
476,2024-05-23 15:30:00,20.0,36.0,448.0,PT30M
477,2024-05-23 15:45:00,20.0,38.0,414.5,
478,2024-05-23 16:00:00,20.0,40.0,381.0,PT30M
479,2024-05-23 16:15:00,19.5,42.0,347.5,
480,2024-05-23 16:30:00,19.0,44.0,314.0,PT30M
481,2024-05-23 16:45:00,19.0,45.5,284.0,
482,2024-05-23 17:00:00,19.0,47.0,254.0,PT30M
483,2024-05-23 17:15:00,19.0,47.5,228.5,
484,2024-05-23 17:30:00,19.0,48.0,203.0,PT30M
485,2024-05-23 17:45:00,18.5,47.0,183.0,
486,2024-05-23 18:00:00,18.0,46.0,163.0,PT30M
487,2024-05-23 18:15:00,17.5,45.0,143.0,
488,2024-05-23 18:30:00,17.0,44.0,123.0,PT30M
489,2024-05-23 18:45:00,17.0,42.5,102.0,
490,2024-05-23 19:00:00,17.0,41.0,81.0,PT30M
491,2024-05-23 19:15:00,16.5,40.5,61.0,
492,2024-05-23 19:30:00,16.0,40.0,41.0,PT30M
493,2024-05-23 19:45:00,15.5,40.0,24.5,
494,2024-05-23 20:00:00,15.0,40.0,8.0,PT30M
495,2024-05-23 20:15:00,15.0,40.0,4.0,
496,2024-05-23 20:30:00,15.0,40.0,0.0,PT30M
497,2024-05-23 20:45:00,14.5,40.0,0.0,
498,2024-05-23 21:00:00,14.0,40.0,0.0,PT30M
499,2024-05-23 21:15:00,14.0,39.5,0.0,
500,2024-05-23 21:30:00,14.0,39.0,0.0,PT30M
501,2024-05-23 21:45:00,14.0,39.0,0.0,
502,2024-05-23 22:00:00,14.0,39.0,0.0,PT30M
503,2024-05-23 22:15:00,14.0,38.5,0.0,
504,2024-05-23 22:30:00,14.0,38.0,0.0,PT30M
505,2024-05-23 22:45:00,14.0,37.5,0.0,
506,2024-05-23 23:00:00,14.0,37.0,0.0,PT30M
507,2024-05-23 23:15:00,14.0,36.5,0.0,
508,2024-05-23 23:30:00,14.0,36.0,0.0,PT30M
509,2024-05-23 23:45:00,14.0,36.0,0.0,
510,2024-05-24 00:00:00,14.0,36.0,0.0,PT30M
511,2024-05-24 00:15:00,14.0,35.0,0.0,
512,2024-05-24 00:30:00,14.0,34.0,0.0,PT30M
513,2024-05-24 00:45:00,14.0,33.5,0.0,
514,2024-05-24 01:00:00,14.0,33.0,0.0,PT30M
515,2024-05-24 01:15:00,14.0,32.0,0.0,
516,2024-05-24 01:30:00,14.0,31.0,0.0,PT30M
517,2024-05-24 01:45:00,14.0,30.25,0.0,
518,2024-05-24 02:00:00,14.0,29.5,0.0,
519,2024-05-24 02:15:00,14.0,28.75,0.0,
520,2024-05-24 02:30:00,14.0,28.0,0.0,PT30M
521,2024-05-24 02:45:00,14.0,28.0,0.0,
522,2024-05-24 03:00:00,14.0,28.0,0.0,PT30M
523,2024-05-24 03:15:00,14.0,28.5,0.0,
524,2024-05-24 03:30:00,14.0,29.0,0.0,PT30M
525,2024-05-24 03:45:00,13.5,29.0,0.0,
526,2024-05-24 04:00:00,13.0,29.0,0.0,PT30M
527,2024-05-24 04:15:00,13.0,29.0,0.0,
528,2024-05-24 04:30:00,13.0,29.0,0.0,PT30M
529,2024-05-24 04:45:00,13.0,29.0,1.0,
530,2024-05-24 05:00:00,13.0,29.0,2.0,PT30M
531,2024-05-24 05:15:00,13.0,29.5,15.0,
532,2024-05-24 05:30:00,13.0,30.0,28.0,PT30M
533,2024-05-24 05:45:00,13.5,30.0,50.0,
534,2024-05-24 06:00:00,14.0,30.0,72.0,PT30M
535,2024-05-24 06:15:00,14.0,30.5,97.0,
536,2024-05-24 06:30:00,14.0,31.0,122.0,PT30M
537,2024-05-24 06:45:00,14.5,31.5,149.5,
538,2024-05-24 07:00:00,15.0,32.0,177.0,PT30M
539,2024-05-24 07:15:00,15.5,32.0,205.0,
540,2024-05-24 07:30:00,16.0,32.0,233.0,PT30M
541,2024-05-24 07:45:00,16.0,32.0,260.5,
542,2024-05-24 08:00:00,16.0,32.0,288.0,PT30M
543,2024-05-24 08:15:00,16.5,31.5,320.0,
544,2024-05-24 08:30:00,17.0,31.0,352.0,PT30M
545,2024-05-24 08:45:00,17.5,29.0,391.0,
546,2024-05-24 09:00:00,18.0,27.0,430.0,PT30M
547,2024-05-24 09:15:00,18.0,25.5,466.0,
548,2024-05-24 09:30:00,18.0,24.0,502.0,PT30M
549,2024-05-24 09:45:00,18.5,23.0,534.5,
550,2024-05-24 10:00:00,19.0,22.0,567.0,PT30M
551,2024-05-24 10:15:00,19.5,21.0,598.0,
552,2024-05-24 10:30:00,20.0,20.0,629.0,PT30M
553,2024-05-24 10:45:00,20.0,19.5,649.5,
554,2024-05-24 11:00:00,20.0,19.0,670.0,PT30M
555,2024-05-24 11:15:00,20.5,19.5,677.0,
556,2024-05-24 11:30:00,21.0,20.0,684.0,PT30M
557,2024-05-24 11:45:00,21.0,21.0,684.5,
558,2024-05-24 12:00:00,21.0,22.0,685.0,PT30M
559,2024-05-24 12:15:00,21.0,22.5,685.0,
560,2024-05-24 12:30:00,21.0,23.0,685.0,PT30M
561,2024-05-24 12:45:00,21.0,23.0,684.0,
562,2024-05-24 13:00:00,21.0,23.0,683.0,PT30M
563,2024-05-24 13:15:00,21.5,23.0,678.0,
564,2024-05-24 13:30:00,22.0,23.0,673.0,PT30M
565,2024-05-24 13:45:00,22.0,23.0,662.0,
566,2024-05-24 14:00:00,22.0,23.0,651.0,PT30M
567,2024-05-24 14:15:00,22.0,22.5,639.0,
568,2024-05-24 14:30:00,22.0,22.0,627.0,PT30M
569,2024-05-24 14:45:00,22.0,22.0,608.5,
570,2024-05-24 15:00:00,22.0,22.0,590.0,PT30M
571,2024-05-24 15:15:00,22.0,22.0,564.5,
572,2024-05-24 15:30:00,22.0,22.0,539.0,PT30M
573,2024-05-24 15:45:00,22.0,22.5,511.5,
574,2024-05-24 16:00:00,22.0,23.0,484.0,PT30M
575,2024-05-24 16:15:00,22.0,23.0,454.5,
576,2024-05-24 16:30:00,22.0,23.0,425.0,PT30M
577,2024-05-24 16:45:00,21.5,22.5,396.0,
578,2024-05-24 17:00:00,21.0,22.0,367.0,PT30M
579,2024-05-24 17:15:00,21.0,21.0,337.0,
580,2024-05-24 17:30:00,21.0,20.0,307.0,PT30M
581,2024-05-24 17:45:00,20.5,20.0,273.0,
582,2024-05-24 18:00:00,20.0,20.0,239.0,PT30M
583,2024-05-24 18:15:00,19.5,20.0,204.5,
584,2024-05-24 18:30:00,19.0,20.0,170.0,PT30M
585,2024-05-24 18:45:00,18.5,20.5,137.5,
586,2024-05-24 19:00:00,18.0,21.0,105.0,PT30M
587,2024-05-24 19:15:00,17.5,21.5,78.0,
588,2024-05-24 19:30:00,17.0,22.0,51.0,PT30M
589,2024-05-24 19:45:00,16.5,22.0,31.0,
590,2024-05-24 20:00:00,16.0,22.0,11.0,PT30M
591,2024-05-24 20:15:00,15.5,22.0,5.5,
592,2024-05-24 20:30:00,15.0,22.0,0.0,PT30M
593,2024-05-24 20:45:00,15.0,22.0,0.0,
594,2024-05-24 21:00:00,15.0,22.0,0.0,PT30M
595,2024-05-24 21:15:00,15.0,21.5,0.0,
596,2024-05-24 21:30:00,15.0,21.0,0.0,PT30M
597,2024-05-24 21:45:00,14.5,21.0,0.0,
598,2024-05-24 22:00:00,14.0,21.0,0.0,PT30M
599,2024-05-24 22:15:00,14.0,21.0,0.0,
600,2024-05-24 22:30:00,14.0,21.0,0.0,PT30M
601,2024-05-24 22:45:00,14.0,21.0,0.0,
602,2024-05-24 23:00:00,14.0,21.0,0.0,PT30M
603,2024-05-24 23:15:00,13.5,21.0,0.0,
604,2024-05-24 23:30:00,13.0,21.0,0.0,PT30M
605,2024-05-24 23:45:00,13.0,21.0,0.0,
606,2024-05-25 00:00:00,13.0,21.0,0.0,PT30M
607,2024-05-25 00:15:00,13.0,20.5,0.0,
608,2024-05-25 00:30:00,13.0,20.0,0.0,PT30M
609,2024-05-25 00:45:00,13.0,20.0,0.0,
610,2024-05-25 01:00:00,13.0,20.0,0.0,PT30M
611,2024-05-25 01:15:00,13.0,20.0,0.0,
612,2024-05-25 01:30:00,13.0,20.0,0.0,PT30M
613,2024-05-25 01:45:00,12.75,20.0,0.0,
614,2024-05-25 02:00:00,12.5,20.0,0.0,
615,2024-05-25 02:15:00,12.25,20.0,0.0,
616,2024-05-25 02:30:00,12.0,20.0,0.0,PT30M
617,2024-05-25 02:45:00,12.0,20.0,0.0,
618,2024-05-25 03:00:00,12.0,20.0,0.0,PT30M
619,2024-05-25 03:15:00,12.0,20.0,0.0,
620,2024-05-25 03:30:00,12.0,20.0,0.0,PT30M
621,2024-05-25 03:45:00,12.0,19.5,0.0,
622,2024-05-25 04:00:00,12.0,19.0,0.0,PT30M
623,2024-05-25 04:15:00,12.0,19.0,0.0,
624,2024-05-25 04:30:00,12.0,19.0,0.0,PT30M
625,2024-05-25 04:45:00,12.0,19.0,1.5,
626,2024-05-25 05:00:00,12.0,19.0,3.0,PT30M
627,2024-05-25 05:15:00,12.0,19.0,17.0,
628,2024-05-25 05:30:00,12.0,19.0,31.0,PT30M
629,2024-05-25 05:45:00,12.5,18.5,56.0,
630,2024-05-25 06:00:00,13.0,18.0,81.0,PT30M
631,2024-05-25 06:15:00,13.5,16.5,114.0,
632,2024-05-25 06:30:00,14.0,15.0,147.0,PT30M
633,2024-05-25 06:45:00,14.5,14.0,184.0,
634,2024-05-25 07:00:00,15.0,13.0,221.0,PT30M
635,2024-05-25 07:15:00,15.5,12.0,262.0,
636,2024-05-25 07:30:00,16.0,11.0,303.0,PT30M
637,2024-05-25 07:45:00,16.0,10.5,341.5,
638,2024-05-25 08:00:00,16.0,10.0,380.0,PT30M
639,2024-05-25 08:15:00,16.5,11.0,414.0,
640,2024-05-25 08:30:00,17.0,12.0,448.0,PT30M
641,2024-05-25 08:45:00,17.5,12.0,480.5,
642,2024-05-25 09:00:00,18.0,12.0,513.0,PT30M
643,2024-05-25 09:15:00,18.0,12.0,545.5,
644,2024-05-25 09:30:00,18.0,12.0,578.0,PT30M
645,2024-05-25 09:45:00,18.5,11.0,616.0,
646,2024-05-25 10:00:00,19.0,10.0,654.0,PT30M
647,2024-05-25 10:15:00,19.5,8.5,690.0,
648,2024-05-25 10:30:00,20.0,7.0,726.0,PT30M
649,2024-05-25 10:45:00,20.0,7.5,743.5,
650,2024-05-25 11:00:00,20.0,8.0,761.0,PT30M
651,2024-05-25 11:15:00,20.5,9.0,766.5,
652,2024-05-25 11:30:00,21.0,10.0,772.0,PT30M
653,2024-05-25 11:45:00,21.0,11.0,775.0,
654,2024-05-25 12:00:00,21.0,12.0,778.0,PT30M
655,2024-05-25 12:15:00,21.0,12.5,778.0,
656,2024-05-25 12:30:00,21.0,13.0,778.0,PT30M
657,2024-05-25 12:45:00,21.5,13.0,775.5,
658,2024-05-25 13:00:00,22.0,13.0,773.0,PT30M
659,2024-05-25 13:15:00,22.0,13.0,767.0,
660,2024-05-25 13:30:00,22.0,13.0,761.0,PT30M
661,2024-05-25 13:45:00,22.0,12.5,751.5,
662,2024-05-25 14:00:00,22.0,12.0,742.0,PT30M
663,2024-05-25 14:15:00,22.0,12.5,723.5,
664,2024-05-25 14:30:00,22.0,13.0,705.0,PT30M
665,2024-05-25 14:45:00,22.0,15.0,668.0,
666,2024-05-25 15:00:00,22.0,17.0,631.0,PT30M
667,2024-05-25 15:15:00,22.0,19.0,591.0,
668,2024-05-25 15:30:00,22.0,21.0,551.0,PT30M
669,2024-05-25 15:45:00,22.0,22.5,514.0,
670,2024-05-25 16:00:00,22.0,24.0,477.0,PT30M
671,2024-05-25 16:15:00,22.0,25.0,442.0,
672,2024-05-25 16:30:00,22.0,26.0,407.0,PT30M
